Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,26,5,"A(3) H(10) R(13) R(15) R(16)",1.0000,1.0000,1.0000,3.0000,yes
mol_2,8,5,"A(4) H(6) R(10) R(11) R(12)",0.6744,0.9033,0.4960,2.0737,no
