Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,35,5,"A(3) H(10) H(11) R(13) R(16)",1.0000,1.0000,1.0000,3.0000,yes
mol_2,23,5,"A(4) H(6) H(7) R(10) R(12)",0.6717,0.9161,0.4081,1.9959,no
