Ligand_Name,Conf_Index,Num_Sites_Matched,Matched_Ligand_Sites,Site_Score,Vector_Score,Volume_Score,Fitness,Ref_Ligand
mol_1,15,4,"A(3) H(7) R(8) R(10)",0.9104,1.0000,0.6369,2.5473,no
mol_2,47,4,"A(4) H(7) R(10) R(11)",1.0000,1.0000,1.0000,3.0000,yes
