"name.cmpd" "paper.name" "synth.name" "IC50" "IC50.low" "IC50.up" "SMILES"
"mPP-0184" NA "AKI-A111" NA NA NA "CC(C)C1=CC2=C(/C=C/C(OC)=O)C(N)=C3C2=C(C=C(C(F)(F)F)C3=O)C=C1"
"mPP-0185" NA "AKI-A151" NA NA NA "CC(C)C1=CC2=C(/C=C/C#N)C(N)=C3C2=C(C=C(C(F)(F)F)C3=O)C=C1"
"AKI-A195A" NA "AKI-A195A" NA NA NA NA
"NJI-28" NA "NJI-28" NA NA NA NA
"NJI-38" NA "NJI-38" NA NA NA NA
"NJI-30" NA "NJI-30" NA NA NA NA
"NJI-35" NA "NJI-35" NA NA NA NA
"NJI1-36,37" NA "NJI1-36,37" NA NA NA NA
"NJI-33,39" NA "NJI-33,39" NA NA NA NA
"mPP-0166" NA "IM - M2" NA NA NA "CC(C1=CC(OCC2=CC=CC(CN3C=NC=C3)=N2)=CC(OCC4=CC=CC(CN5C=NC=C5)=N4)=C1)=O"
"mPP-0165" NA "IM - M1" NA NA NA "ClCC1=NC(COC2=CC(C(C)=O)=CC(OCC3=CC=CC(CCl)=N3)=C2)=CC=C1"
"mPP-0167" NA "IM-M4" NA NA NA "CC(C1=CC(OCC2=CC=CC(CN3C=NC4=C3C=CC=C4)=N2)=CC(OCC5=CC=CC(CN6C=NC7=C6C=CC=C7)=N5)=C1)=O"
"mPP-0169" NA "IM-M7" NA NA NA "O=C(N)C[N+]1=CN(C2=C1C=CC=C2)CC3=CC=CC(CN4[C-]=[N+](CC(N)=O)C5=C4C=CC=C5)=N3.[I-].[I-]"
"mPP-0170" NA "IM-M54" NA NA NA "O=C(C1=CC=C(Cl)C=C1)C[N+](C2=C3C=CC=C2)=[C-]N3CC4=NC(CN5C6=C(C=CC=C6)[N+](CC(C7=CC=C(Cl)C=C7)=O)=C5)=CC=C4.[Br-].[Br-]"
"mPP-0171" NA "IMT49" NA NA NA "C1(CN2C3=C(C=CC=C3)N=C2)=CC=CC(CN4C=NC5=C4C=CC=C5)=N1"
"mPP-0172" NA "IMT-30" NA NA NA "C1(CN2C=CN=C2)=CC=CC(CN3C=NC=C3)=N1"
"mPP-0173" NA "IMT32" NA NA NA "O=C(N)C[N+]1=CN(C=[C+]1)CC2=CC=CC(CN3C=[N+](CC(N)=O)C=C3)=N2.[I-].[I-]"
"IM A07ICA" NA "IM A07ICA" NA NA NA NA
"mPP-0205" NA "Amb929" NA NA NA "FC(F)(F)C1=CC=C(C2=NC(C(O)=O)=CS2)C=C1"
"mPP-0206" "15" "Amb928" NA NA NA "[O-][N+](C1=CC=C(C2=NC(C(O)=O)=CS2)C=C1)=O"
"mPP-0208" "16" "Amb838" NA NA NA "CC(C)(C)C1=CC(C(NC2=NC(C=CC=C3)=C3S2)=O)=CC(C(C)(C)C)=C1"
"mPP-0209" NA "Amb736" NA NA NA "CC(C)(C)C1=CC(C(NCCCN2C=CN=C2)=O)=CC(C(C)(C)C)=C1"
"mPP-0210" NA "Amb194" NA NA NA "CC(C)(C)C1=CC(C(NCCN2CCOCC2)=O)=CC(C(C)(C)C)=C1"
"mPP-0211" NA "Amb753" NA NA NA "CC(C)(C)C1=CC(CN)=CC(C(C)(C)C)=C1"
"mPP-0212" NA "Amb139" NA NA NA "CC(C)(C)C1=CC(CO)=CC(C(C)(C)C)=C1"
"mPP-0213" NA "Amb841" NA NA NA "CC(C)(C)C1=CC(C(N)=O)=CC(C(C)(C)C)=C1"
"mPP-0214" NA "Amb497" NA NA NA "CC(C)(C)C1=CC(CC(O)=O)=CC(C(C)(C)C)=C1"
"mPP-0216" NA "Amb586" NA NA NA "CC(C)(C)C1=CC(C(O)CC(NN)=O)=CC(C(C)(C)C)=C1"
"mPP-0217" "18" "Amb717" NA NA NA "CC(C)(C)C1=CC(C(NC2=CC=C([N+]([O-])=O)C=C2)=O)=CC(C(C)(C)C)=C1"
"mPP-0218" NA "Amb954" NA NA NA "CC(C)(C)C1=CC(C(NC2=CC=CC=C2C(O)=O)=O)=CC(C(C)(C)C)=C1"
"mPP-0219" NA "Amb355" NA NA NA "CC(C)(C)C1=CC(C(OCCN2CCOCC2)=O)=CC(C(C)(C)C)=C1"
"mPP-0220" NA "Amb509" NA NA NA "CC(C)(C)C1=CC(CCC(O)=O)=CC(C(C)(C)C)=C1"
"mPP-0222" NA "Amb684" NA NA NA "CC(C)(C)C1=CC(C(NCC(O)=O)=O)=CC(C(C)(C)C)=C1"
"AKI-B31" NA "AKI-B31" NA NA NA NA
"mPP-0225" NA "AKI-B93" NA NA NA "CC(C)C1=CC2=C(C)C(NCCN3C(SCC3=O)=O)=C4C2=C(C=C(C(F)(F)F)C4=O)C=C1"
"mPP-0227" NA "AKI-B129" NA NA NA "C12=CC=CC=CC1=CC(C3=CC=CC=C3)=N2"
"mPP-0233" NA "AKI-B169" NA NA NA "O=C1NCCN2C(C3=CC=CC=C3)=NC4=CN=CC1=C42"
"NJ2-4" NA "NJ2-4" NA NA NA NA
"NJ1-53" NA "NJ1-53" NA NA NA NA
"NJ1-87cont" NA "NJ1-87cont" NA NA NA NA
"mPP-0246" NA "NJ1-76" NA NA NA "O=C(OCC)C1=NNC(C2=CC=C([N+]([O-])=O)C=C2)=C1"
"mPP-0255" "10k" "NJ1-89" NA NA NA "CC(C)(C)C1=CC(C2=CC(C(O)=O)=NO2)=CC=C1"
"mPP-0248" "9k" "NJ1-78" NA NA NA "CC(C)(C)C1=CC(C2=CC(C(OCC)=O)=NO2)=CC=C1"
"NJ1-90-93rc" NA "NJ1-90-93rc" NA NA NA NA
"mPP-0199" NA "NJ1-49" NA NA NA "O=C(OCC)C1=NOC(C2=CC=C([N+]([O-])=O)C=C2C(OC)=O)=C1"
"mPP-0247" "mPP-0247" "NJ1-77" NA NA NA "CC1=CC(C2=CC(C(OCC)=O)=NO2)=CC=C1"
"mPP-0254" "10i" "NJ1-88" NA NA NA "CC1=CC(C2=CC(C(O)=O)=NO2)=CC=C1"
"OL-2" NA "OL-2" NA NA NA NA
"mPP-0261" NA "OL-rc" NA NA NA "CC1=CC(C2=CC(C(NC3=C(Br)C=CC=C3)=O)=NO2)=CC(C)=C1"
